rental_id,customer_name,rent_out_timestamp,return_timestamp,rental_duration_hours,actual_duration_hours,vehicle_make_model
R00250,SAM BROWN,2025-02-08T00:43:00,2025-02-09T06:40:07.467641,55.0,29.2,BMW 3 Series
R00251,JANE BROWN,2025-03-28T00:57:00,2025-03-29T18:23:09.728580,53.3,40.7,Toyota Corolla
R00252,JORDAN BROWN,2025-06-06T08:02:00,2025-06-06T18:07:27.387367,10.4,9.9,Chevrolet Malibu
R00253,Pat Smith,2025-06-22T04:18:00,2025-06-22T18:27:32.197674,19.4,13.5,Ford Focus
R00254,taylor brown,2025-05-23T11:56:00,2025-05-29T16:03:29.532108,58.4,147.9,Toyota Corolla
R00255,JANE JONES,2025-01-31T07:30:00,2025-02-01T11:05:10.943627,20.6,27.4,Tesla Model 3
R00256,taylor davis,2025-06-01T11:01:00,2025-06-04T00:33:24.233797,55.0,61.3,BMW 3 Series
R00257,SAM JONES,2025-04-28T10:04:00,2025-05-01T19:29:04.143436,69.1,80.9,BMW 3 Series
R00258,TAYLOR JONES,2025-05-07T06:05:00,2025-05-08T16:19:10.121907,31.5,34.1,Ford Focus
R00259,Chris Davis,2025-02-19T16:18:00,2025-02-21T05:09:48.742863,43.8,36.1,Chevrolet Malibu
R00260,john williams,2025-02-27T16:05:00,2025-03-01T16:25:27.146696,55.9,47.4,BMW 3 Series
R00261,JANE BROWN,2025-01-28T20:33:00,2025-01-29T13:49:03.889550,26.4,17.0,Audi A4
R00262,JANE WILLIAMS,2025-05-14T00:44:00,2025-05-16T14:01:23.428347,15.8,60.5,Nissan Altima
R00263,taylor smith,2025-01-09T08:03:00,2025-01-10T14:48:38.872936,35.3,30.6,Tesla Model 3
R00264,CHRIS WILLIAMS,2025-02-14T01:26:00,2025-02-17T05:39:42.228223,52.4,75.3,Honda Civic
R00265,sam davis,2025-06-17T01:11:00,2025-06-17T17:23:55.133222,10.5,15.5,BMW 3 Series
R00266,Jordan Miller,2025-05-21T08:22:00,2025-05-21T20:56:54.647277,11.7,12.3,Ford Focus
R00267,JORDAN BROWN,2025-04-30T17:01:00,2025-05-02T17:56:12.189403,47.3,48.4,BMW 3 Series
R00268,Taylor Jones,2025-06-13T21:26:00,2025-06-17T13:47:12.641362,63.3,88.1,Audi A4
R00269,CHRIS WILLIAMS,2025-04-11T02:13:00,2025-04-13T18:10:09.711581,54.1,63.7,Chevrolet Malibu
R00270,Chris Williams,2025-05-15T02:33:00,2025-05-16T12:42:26.897155,41.8,33.6,Honda Civic
R00271,Pat Smith,2025-04-07T15:47:00,2025-04-09T10:33:11.764594,43.3,42.7,Ford Focus
R00272,alex jones,2025-01-12T18:47:00,2025-01-15T11:54:41.112452,60.4,64.4,Chevrolet Malibu
R00273,JOHN WILLIAMS,2025-03-09T22:23:00,2025-03-12T20:05:47.917435,52.4,69.6,BMW 3 Series
R00274,CHRIS JOHNSON,2025-06-06T22:30:00,2025-06-09T18:39:29.245037,46.8,67.9,Ford Focus
R00275,Jordan Davis,2025-01-30T14:38:00,2025-02-01T08:45:51.250278,60.1,41.7,Nissan Altima
R00276,JOHN SMITH,2025-03-23T10:49:00,2025-04-02T08:50:07.152507,43.7,237.2,Tesla Model 3
R00277,Jane Williams,2025-06-11T17:51:00,2025-06-14T00:41:55.557721,64.1,54.1,Nissan Altima
R00278,Pat Smith,2025-02-03T22:33:00,2025-02-05T03:16:47.190365,48.1,28.2,Toyota Corolla
R00279,Alex Miller,2025-06-12T22:44:00,2025-06-13T03:55:25.772160,3.9,4.3,Honda Civic
R00280,SAM MILLER,2025-04-21T04:06:00,2025-04-21T19:28:47.486493,22.1,15.2,Nissan Altima
R00281,Chris Miller,2025-06-03T17:43:00,2025-07-01T20:50:19.694274,60.8,674.6,Chevrolet Malibu
R00282,JOHN MILLER,2025-04-10T22:03:00,2025-04-12T02:29:45.754463,44.0,27.8,Nissan Altima
R00283,jordan davis,2025-04-13T01:11:00,2025-04-14T00:47:57.972202,18.7,22.7,Tesla Model 3
R00284,John Davis,2025-05-23T04:33:00,2025-05-26T04:46:41.318869,13.0,72.1,Audi A4
R00285,john smith,2025-02-19T09:51:00,2025-02-21T06:14:23.756317,40.0,44.3,Toyota Corolla
R00286,Sam Davis,2025-03-26T12:13:00,2025-03-29T20:38:39.253146,55.8,80.4,Chevrolet Malibu
R00287,taylor brown,2025-04-08T15:44:00,2025-04-15T06:45:14.124322,53.3,159.0,Audi A4
R00288,Alex Smith,2025-04-02T12:33:00,2025-04-03T00:41:05.998814,13.3,11.2,Toyota Corolla
R00289,John Jones,2025-04-02T22:02:00,2025-04-05T08:35:28.649663,54.9,57.8,Honda Civic
R00290,Jane Jones,2025-01-30T03:16:00,2025-02-02T06:34:01.938450,59.6,74.8,Nissan Altima
R00291,Jane Miller,2025-01-04T01:22:00,2025-01-05T23:06:28.093723,58.4,45.0,Tesla Model 3
R00292,Jane Miller,2025-04-29T04:03:00,2025-04-30T12:33:03.831575,27.5,32.3,Honda Civic
R00293,Jane Brown,2025-05-30T19:10:00,2025-06-06T17:14:58.064755,51.9,165.6,Nissan Altima
R00294,John Jones,2025-01-31T22:31:00,,33.0,,Tesla Model 3
R00295,sam williams,2025-01-02T04:25:00,2025-01-04T13:02:27.464667,50.9,55.8,Tesla Model 3
R00296,Jordan Davis,2025-01-08T00:35:00,2025-01-10T07:40:51.663582,46.8,54.4,Chevrolet Malibu
R00297,jane johnson,2025-04-05T06:22:00,2025-04-07T06:11:33.835819,50.5,46.9,Toyota Corolla
R00298,chris johnson,2025-05-11T22:17:00,2025-05-15T14:43:03.185121,60.6,87.7,Tesla Model 3
R00299,Chris Brown,2025-03-14T07:53:00,2025-03-15T13:29:44.657406,34.3,28.8,Tesla Model 3
R00300,JORDAN DAVIS,2025-06-24T08:01:00,2025-06-25T23:03:56.063479,53.4,38.4,BMW 3 Series
R00301,Sam Brown,2025-02-06T12:06:00,2025-02-09T09:32:56.701754,66.0,69.0,Toyota Corolla
R00302,Jordan Williams,2025-03-08T13:04:00,2025-03-09T00:40:23.457447,8.2,10.7,Toyota Corolla
R00303,John Brown,2025-05-30T16:52:00,2025-06-01T20:50:43.303387,65.8,51.1,Audi A4
R00304,John Williams,2025-02-06T08:55:00,2025-02-07T07:03:09.883839,27.9,22.1,BMW 3 Series
R00305,John Johnson,2025-01-17T09:01:00,2025-01-17T20:04:15.931276,16.8,10.4,Honda Civic
R00306,Jordan Davis,2025-04-03T18:09:00,2025-04-04T08:09:47.950904,25.9,13.6,Audi A4
R00307,JANE MILLER,2025-06-23T04:27:00,2025-06-23T12:05:48.644647,6.4,7.3,BMW 3 Series
R00308,john smith,2025-01-09T03:08:00,2025-01-12T09:51:56.716335,70.8,78.2,Ford Focus
R00309,Jordan Smith,2025-01-26T09:25:00,2025-01-28T12:57:22.015115,42.6,50.9,Nissan Altima
R00310,SAM MILLER,2025-01-18T07:14:00,2025-01-20T02:34:30.116889,36.0,43.3,Audi A4
R00311,John Miller,2025-06-26T04:18:00,2025-06-28T01:22:32.802373,37.6,45.1,Audi A4
R00312,jane jones,2025-01-19T09:21:00,2025-01-20T21:10:39.838201,26.1,35.3,Toyota Corolla
R00313,Jane Williams,2025-05-07T14:35:00,2025-05-09T21:55:05.690318,46.6,54.4,Chevrolet Malibu
R00314,Jane Johnson,2025-01-27T14:14:00,2025-01-29T18:32:27.298177,38.0,51.7,Toyota Corolla
R00315,Jane Johnson,2025-02-11T06:46:00,2025-02-13T17:44:21.247619,66.5,58.5,Chevrolet Malibu
R00316,Jordan Miller,2025-03-13T18:57:00,2025-03-15T04:26:20.320148,32.7,32.9,Honda Civic
R00317,TAYLOR DAVIS,2025-01-04T00:16:00,2025-01-04T17:53:44.348923,20.8,17.2,Audi A4
R00318,SAM JOHNSON,2025-03-26T23:59:00,2025-04-08T14:01:04.096000,67.7,302.0,Ford Focus
R00319,Jane Davis,2025-01-25T15:55:00,2025-01-25T22:42:30.152067,4.5,5.9,Chevrolet Malibu
R00320,John Williams,2025-04-06T11:04:00,2025-04-07T08:01:39.424215,29.4,20.0,Honda Civic
R00321,Jordan Brown,2025-03-10T18:21:00,2025-03-13T12:05:30.593960,48.8,64.8,Ford Focus
R00322,John Jones,2025-06-18T13:30:00,2025-06-22T07:03:02.467191,59.9,89.0,Tesla Model 3
R00323,Jordan Williams,2025-03-11T07:21:00,2025-03-13T02:24:56.240896,25.6,42.8,Honda Civic
R00324,Alex Johnson,2025-06-08T08:00:00,2025-06-09T11:40:07.491055,37.5,27.0,Chevrolet Malibu
R00325,Jordan Jones,2025-03-17T11:49:00,2025-06-30T15:18:32.502977,70.7,2523.4,Ford Focus
R00326,Sam Brown,2025-04-01T00:13:00,2025-04-02T00:30:40.398445,4.6,24.3,BMW 3 Series
R00327,Jordan Jones,2025-03-14T17:12:00,2025-03-16T10:47:23.377812,61.8,41.3,Tesla Model 3
R00328,Pat Jones,2025-04-29T23:22:00,2025-04-30T15:57:28.816855,14.7,16.0,BMW 3 Series
R00329,TAYLOR MILLER,2025-03-30T05:48:00,2025-04-02T12:56:53.568305,49.4,78.8,Ford Focus
R00330,Pat Johnson,2025-04-13T04:04:00,2025-04-13T08:27:46.664263,4.2,4.2,Chevrolet Malibu
R00331,Jordan Smith,2025-01-18T06:12:00,2025-01-20T03:09:32.391567,34.1,44.8,Chevrolet Malibu
R00332,Alex Brown,2025-04-19T12:49:00,2025-04-21T05:53:13.101820,56.0,41.0,BMW 3 Series
R00333,jane williams,2025-05-30T05:49:00,2025-06-04T10:54:17.001901,38.1,125.0,Nissan Altima
R00334,pat johnson,2025-02-14T14:35:00,2025-02-14T23:58:56.193172,16.1,8.7,Honda Civic
R00335,John Brown,2025-05-19T08:55:00,2025-05-19T14:16:23.516259,3.8,5.1,Ford Focus
R00336,Chris Davis,2025-01-18T02:00:00,2025-01-18T04:02:19.257018,1.0,1.1,Toyota Corolla
R00337,Pat Smith,2025-01-20T08:30:00,2025-01-22T22:36:53.884701,43.6,62.1,BMW 3 Series
R00338,Chris Davis,2025-05-25T02:56:00,2025-05-25T06:16:58.659438,2.9,2.6,Nissan Altima
R00339,john miller,2025-06-03T13:27:00,2025-06-05T12:26:49.782663,39.5,46.7,Toyota Corolla
R00340,JORDAN MILLER,2025-04-29T17:55:00,2025-05-02T16:10:21.477669,53.9,69.8,Tesla Model 3
R00341,Jane Smith,2025-06-03T07:30:00,2025-06-03T14:14:00.061595,4.5,6.0,Honda Civic
R00342,pat brown,2025-01-28T00:11:00,2025-01-30T01:49:19.948827,58.9,48.8,Chevrolet Malibu
R00343,Alex Davis,2025-05-05T04:00:00,2025-05-07T15:26:59.366055,47.1,58.7,Honda Civic
R00344,John Brown,2025-04-08T03:38:00,2025-04-10T19:05:06.642583,43.7,63.0,Toyota Corolla
R00345,John Jones,2025-04-18T23:13:00,2025-04-20T23:16:33.264517,71.0,48.0,Audi A4
R00346,SAM JONES,2025-02-14T08:50:00,2025-02-17T03:19:16.468397,50.9,66.0,Toyota Corolla
R00347,Alex Brown,2025-03-07T09:02:00,2025-03-09T07:42:40.537190,38.1,45.9,BMW 3 Series
R00348,John Smith,2025-03-26T08:06:00,2025-03-27T16:39:34.488822,38.7,32.0,Tesla Model 3
R00349,Sam Jones,2025-06-06T12:39:00,2025-06-09T09:37:38.050462,49.9,68.1,Tesla Model 3
R00350,Jordan Jones,2025-05-14T21:58:00,2025-05-15T14:28:21.278973,19.5,15.5,Chevrolet Malibu
R00351,Alex Davis,2025-06-22T05:25:00,2025-06-22T20:07:11.456188,13.2,14.4,Audi A4
R00352,Taylor Davis,2025-03-10T08:02:00,2025-03-12T20:44:08.589216,56.2,60.4,Tesla Model 3
R00353,Taylor Miller,2025-03-29T10:28:00,2025-03-29T19:02:45.908092,12.3,8.4,Chevrolet Malibu
R00354,Pat Brown,2025-05-15T09:14:00,2025-05-15T23:09:43.667824,6.8,13.5,Toyota Corolla
R00355,sam jones,2025-06-29T01:11:00,,48.8,,Ford Focus
R00356,sam miller,2025-03-09T15:29:00,2025-03-10T15:08:07.192795,13.1,23.6,Honda Civic
R00357,Sam Brown,2025-02-07T00:14:00,2025-02-09T22:29:10.008827,63.3,69.4,Nissan Altima
R00358,John Williams,2025-03-10T05:57:00,2025-03-29T15:23:25.135606,19.3,464.7,Audi A4
R00359,Jane Johnson,2025-02-17T08:27:00,2025-02-19T00:04:44.457859,57.6,39.2,Nissan Altima
R00360,Chris Johnson,2025-01-05T14:02:00,2025-01-07T05:53:49.057862,41.8,39.2,Chevrolet Malibu
R00361,Chris Miller,2025-06-04T23:08:00,2025-06-06T02:08:41.780116,37.0,26.3,Chevrolet Malibu
R00362,Sam Johnson,2025-06-27T07:06:00,2025-06-28T16:02:11.831725,27.1,32.5,Honda Civic
R00363,CHRIS DAVIS,2025-02-05T03:27:00,2025-02-05T08:35:31.311012,3.4,5.1,Tesla Model 3
R00364,John Jones,2025-01-22T06:36:00,2025-01-24T21:23:17.445735,51.6,62.6,Toyota Corolla
R00365,Jane Jones,2025-05-02T17:27:00,2025-05-03T17:21:02.563391,17.5,23.0,Honda Civic
R00366,SAM DAVIS,2025-02-17T22:00:00,2025-02-19T02:17:15.921899,29.7,28.1,Chevrolet Malibu
R00367,Taylor Miller,2025-05-08T11:31:00,2025-05-09T12:44:28.892878,40.5,24.9,Ford Focus
R00368,JOHN BROWN,2025-05-25T01:37:00,2025-05-25T16:20:54.340422,14.7,13.8,Chevrolet Malibu
R00369,Alex Williams,2025-03-03T20:29:00,2025-03-05T17:29:49.546747,54.8,44.4,Toyota Corolla
R00370,Taylor Jones,2025-02-09T18:52:00,2025-02-11T19:57:43.332058,34.2,49.1,Chevrolet Malibu
R00371,Jordan Smith,2025-03-11T03:47:00,2025-03-18T04:21:18.619419,62.3,167.9,Nissan Altima
R00372,Pat Jones,2025-03-08T15:10:00,2025-03-10T01:26:55.678909,35.6,33.5,Ford Focus
R00373,John Miller,2025-02-11T08:11:00,2025-02-16T10:20:27.145428,49.6,121.9,Chevrolet Malibu
R00374,Alex Smith,2025-01-23T13:31:00,2025-01-24T07:05:59.118244,14.9,17.4,BMW 3 Series
R00375,Chris Brown,2025-04-01T03:13:00,2025-04-04T12:42:39.071886,57.1,81.1,Chevrolet Malibu
R00376,taylor miller,2025-01-07T11:00:00,2025-01-10T20:14:08.346736,57.6,80.5,Audi A4
R00377,CHRIS WILLIAMS,2025-06-19T14:13:00,2025-06-20T20:27:46.472385,53.6,29.9,BMW 3 Series
R00378,Jordan Williams,2025-01-08T15:21:00,2025-01-11T19:52:28.367374,61.0,75.6,BMW 3 Series
R00379,Taylor Johnson,2025-03-30T06:52:00,2025-04-03T21:39:57.858113,56.8,110.0,Ford Focus
R00380,Sam Davis,2025-06-06T15:44:00,2025-06-08T00:41:57.026784,22.2,33.0,Ford Focus
R00381,Jane Brown,2025-01-26T00:52:00,,6.8,,Chevrolet Malibu
R00382,Jane Jones,2025-02-15T22:48:00,2025-02-17T02:13:59.817995,43.8,26.5,Nissan Altima
R00383,Jordan Jones,2025-02-25T00:38:00,2025-02-27T16:18:41.926419,63.3,63.3,Audi A4
R00384,Jane Brown,2025-02-09T23:30:00,2025-02-11T09:33:22.501597,49.9,33.8,Toyota Corolla
R00385,john davis,2025-03-22T04:04:00,2025-03-25T09:45:11.558061,61.8,76.9,Honda Civic
R00386,Alex Williams,2025-04-01T00:05:00,2025-04-03T12:08:20.845504,64.3,59.9,Audi A4
R00387,Jordan Miller,2025-04-15T16:40:00,2025-04-17T10:08:55.860669,61.2,41.4,Chevrolet Malibu
R00388,John Miller,2025-03-10T14:55:00,2025-03-12T01:13:56.659823,25.0,33.4,Audi A4
R00389,ALEX BROWN,2025-04-04T05:50:00,2025-04-05T08:50:26.203116,30.3,26.2,Chevrolet Malibu
R00390,Chris Jones,2025-05-09T13:30:00,2025-05-10T01:22:17.716319,17.2,11.6,BMW 3 Series
R00391,taylor miller,2025-01-01T02:47:00,2025-01-02T06:09:17.887423,19.8,26.4,Nissan Altima
R00392,John Davis,2025-04-18T03:56:00,2025-04-20T23:30:38.165646,61.0,67.2,Tesla Model 3
R00393,john williams,2025-05-08T17:24:00,2025-05-12T04:32:35.248213,62.8,82.7,Honda Civic
R00394,JANE JOHNSON,2025-01-21T23:59:00,2025-01-25T09:50:10.115106,58.2,81.6,Honda Civic
R00395,Pat Jones,2025-01-20T21:55:00,2025-01-22T19:34:58.084260,67.7,45.3,BMW 3 Series
R00396,JANE WILLIAMS,2025-02-17T04:21:00,2025-02-18T12:51:57.105358,31.2,32.5,Audi A4
R00397,chris brown,2025-04-30T05:39:00,2025-05-01T18:21:50.075561,24.4,36.1,Ford Focus
R00398,Alex Brown,2025-02-24T05:45:00,2025-02-25T00:00:42.491324,15.9,17.5,Toyota Corolla
R00399,sam brown,2025-03-02T12:10:00,2025-03-02T21:39:45.465068,7.1,9.3,Nissan Altima
R00400,John Brown,2025-03-20T15:30:00,2025-03-21T04:02:52.985239,9.4,12.0,Nissan Altima
R00401,Taylor Williams,2025-06-13T14:28:00,2025-06-24T05:06:00.095176,58.4,254.5,Audi A4
R00402,Sam Williams,2025-03-21T12:29:00,2025-03-23T23:33:48.512905,61.4,58.6,Toyota Corolla
R00403,Pat Smith,2025-03-28T09:00:00,2025-03-29T09:19:06.570071,10.8,23.3,Audi A4
R00404,Jordan Williams,2025-01-07T04:59:00,2025-01-11T00:11:31.937108,67.0,90.5,Tesla Model 3
R00405,sam davis,2025-02-21T04:29:00,2025-05-30T07:01:51.930622,71.3,2354.2,Nissan Altima
R00406,Taylor Davis,2025-03-29T22:45:00,2025-03-30T10:49:42.548736,16.6,11.6,Audi A4
R00407,Alex Johnson,2025-05-25T09:28:00,2025-05-31T11:48:23.911696,50.1,145.9,Audi A4
R00408,Taylor Davis,2025-02-16T03:00:00,2025-02-19T09:43:17.015588,61.5,78.6,Ford Focus
R00409,JORDAN JOHNSON,2025-05-15T22:37:00,2025-05-16T12:20:47.130145,25.1,12.8,Audi A4
R00410,alex brown,2025-01-08T04:32:00,2025-01-08T07:20:12.605128,2.1,2.2,Chevrolet Malibu
R00411,Sam Jones,2025-01-09T19:46:00,2025-01-12T12:37:45.509696,57.3,63.9,Tesla Model 3
R00412,Jane Williams,2025-02-27T19:15:00,2025-03-02T07:06:17.253498,50.0,59.6,Honda Civic
R00413,SAM SMITH,2025-02-22T20:39:00,2025-02-24T13:53:05.183573,36.9,40.6,Toyota Corolla
R00414,Jordan Davis,2025-05-29T05:45:00,2025-06-01T17:37:15.890780,59.9,83.0,Tesla Model 3
R00415,John Smith,2025-06-14T13:47:00,2025-06-14T20:57:17.453746,9.1,6.6,Honda Civic
R00416,Jordan Williams,2025-05-07T07:32:00,2025-05-17T13:59:20.840740,54.1,245.9,Chevrolet Malibu
R00417,john brown,2025-05-04T21:27:00,2025-05-05T04:53:15.230401,6.8,6.7,Audi A4
R00418,Jane Jones,2025-02-27T16:28:00,2025-03-02T00:08:33.233716,58.7,55.2,Toyota Corolla
R00419,PAT JOHNSON,2025-02-24T23:37:00,,5.4,,Audi A4
R00420,CHRIS SMITH,2025-05-13T01:32:00,2025-05-14T10:43:44.465793,41.8,32.5,Nissan Altima
R00421,Taylor Williams,2025-03-27T00:15:00,2025-03-28T23:18:30.905424,55.7,46.3,BMW 3 Series
R00422,JANE WILLIAMS,2025-02-05T22:18:00,2025-02-06T14:56:52.801756,2.8,16.0,Ford Focus
R00423,John Williams,2025-02-11T00:55:00,2025-02-12T15:13:35.856879,36.7,37.7,BMW 3 Series
R00424,John Miller,2025-02-01T02:33:00,2025-02-01T11:58:15.344778,11.2,9.4,Chevrolet Malibu
R00425,Taylor Jones,2025-05-27T03:49:00,2025-05-28T08:52:15.298704,26.6,28.3,Nissan Altima
R00426,JOHN DAVIS,2025-04-28T01:14:00,2025-04-28T10:52:32.761664,8.5,9.6,Honda Civic
R00427,TAYLOR MILLER,2025-03-27T12:23:00,2025-03-27T15:47:10.872727,4.8,2.4,Chevrolet Malibu
R00428,Pat Miller,2025-06-28T05:15:00,2025-06-29T00:48:11.180181,32.6,19.3,Audi A4
R00429,Pat Smith,2025-06-07T20:56:00,2025-06-08T18:13:50.218659,21.9,21.3,Tesla Model 3
R00430,TAYLOR SMITH,2025-05-26T10:32:00,2025-05-28T06:15:19.649560,29.4,43.6,BMW 3 Series
R00431,Taylor Brown,2025-02-27T21:36:00,2025-03-03T10:12:07.808286,68.2,84.1,Chevrolet Malibu
R00432,alex miller,2025-03-15T06:52:00,2025-03-16T20:39:14.284414,57.9,37.5,Nissan Altima
R00433,Alex Smith,2025-01-14T22:57:00,2025-01-18T05:47:37.381779,61.0,78.6,Ford Focus
R00434,Jane Miller,2025-02-26T00:39:00,2025-02-27T16:42:53.333948,63.4,39.5,Tesla Model 3
R00435,PAT WILLIAMS,2025-01-04T04:53:00,2025-01-06T05:28:20.168540,32.0,47.7,Toyota Corolla
R00436,PAT DAVIS,2025-04-10T20:10:00,2025-04-13T01:28:46.741912,41.8,52.5,Tesla Model 3
R00437,Alex Brown,2025-02-11T08:25:00,2025-02-12T03:50:00.552936,24.0,18.5,Audi A4
R00438,Alex Johnson,2025-01-04T05:57:00,2025-01-04T18:35:05.272131,13.4,12.1,Audi A4
R00439,Taylor Johnson,2025-05-25T19:07:00,2025-05-28T05:41:47.576739,66.6,58.0,Chevrolet Malibu
R00440,PAT MILLER,2025-01-02T05:06:00,2025-01-02T22:34:39.729354,22.4,16.5,Ford Focus
R00441,CHRIS BROWN,2025-01-11T03:18:00,2025-01-11T09:19:36.850654,4.6,5.5,Honda Civic
R00442,Jane Williams,2025-05-19T21:10:00,2025-05-27T09:47:51.931539,41.6,180.1,Nissan Altima
R00443,Chris Davis,2025-06-07T13:09:00,2025-06-10T06:08:17.064073,71.3,64.2,Audi A4
R00444,Taylor Brown,2025-02-20T00:37:00,2025-02-21T00:45:24.129699,23.6,23.5,Audi A4
R00445,Sam Davis,2025-01-25T05:43:00,2025-01-26T07:17:18.172262,38.8,24.9,Honda Civic
R00446,Pat Miller,2025-05-28T23:13:00,2025-06-03T07:02:42.733985,51.5,127.2,Tesla Model 3
R00447,sam williams,2025-01-03T20:36:00,2025-01-06T20:02:55.907172,51.1,71.2,BMW 3 Series
R00448,John Miller,2025-05-06T23:51:00,2025-05-09T01:32:58.632797,52.9,48.7,Ford Focus
R00449,TAYLOR SMITH,2025-01-11T05:08:00,2025-01-13T14:34:06.908966,51.6,56.8,Toyota Corolla
R00450,Sam Davis,2025-06-13T08:16:00,2025-06-16T20:56:11.601489,63.4,84.0,BMW 3 Series
R00451,John Johnson,2025-02-06T11:47:00,2025-02-07T13:49:11.292052,33.2,25.3,BMW 3 Series
R00452,Jordan Brown,2025-02-12T11:16:00,2025-02-13T01:29:51.283478,23.9,13.7,Nissan Altima
R00453,jordan brown,2025-06-09T07:03:00,2025-06-11T23:00:47.658775,66.6,63.2,Toyota Corolla
R00454,JORDAN MILLER,2025-04-09T00:33:00,2025-04-22T03:25:05.200994,53.8,314.3,Audi A4
R00455,Sam Brown,2025-03-08T05:24:00,,28.8,,Toyota Corolla
R00456,Chris Johnson,2025-03-04T11:51:00,2025-03-05T17:16:03.310022,21.0,28.8,Chevrolet Malibu
R00457,john miller,2025-03-12T03:33:00,2025-03-14T04:06:35.022430,34.6,48.1,Chevrolet Malibu
R00458,Taylor Brown,2025-06-04T01:34:00,,36.8,,Audi A4
R00459,Taylor Davis,2025-04-30T11:42:00,2025-04-30T22:25:11.231785,14.7,9.8,Toyota Corolla
R00460,Jane Jones,2025-01-03T20:11:00,2025-01-11T19:58:28.660103,53.7,191.4,Nissan Altima
R00461,Chris Smith,2025-01-05T07:36:00,2025-01-07T02:06:15.740602,57.7,41.6,Chevrolet Malibu
R00462,Alex Miller,2025-06-06T10:23:00,2025-06-06T19:01:22.924948,2.2,8.1,Chevrolet Malibu
R00463,SAM SMITH,2025-02-03T08:05:00,2025-02-04T07:11:36.350309,35.0,22.3,Audi A4
R00464,Pat Miller,2025-02-20T10:49:00,2025-02-20T20:17:23.861874,5.7,9.3,Chevrolet Malibu
R00465,John Brown,2025-06-26T14:11:00,2025-06-29T15:32:22.139992,68.6,73.2,Chevrolet Malibu
R00466,Jane Williams,2025-01-06T03:35:00,2025-01-08T19:35:20.722652,47.7,63.5,Honda Civic
R00467,Alex Johnson,2025-02-26T23:58:00,2025-02-28T08:58:54.513921,41.6,32.3,Tesla Model 3
R00468,Jane Johnson,2025-06-16T01:01:00,2025-06-22T19:34:23.266711,6.3,162.3,Tesla Model 3
R00469,John Johnson,2025-06-08T10:37:00,2025-06-11T19:51:25.505648,58.5,80.5,Ford Focus
R00470,Sam Brown,2025-05-23T20:17:00,2025-05-25T05:40:13.862199,58.6,32.6,Toyota Corolla
R00471,Jane Smith,2025-02-05T23:40:00,2025-02-06T23:57:48.841941,40.6,23.9,Nissan Altima
R00472,CHRIS MILLER,2025-05-02T10:32:00,2025-05-03T13:09:14.480788,20.8,26.1,BMW 3 Series
R00473,Sam Jones,2025-06-14T07:33:00,2025-06-17T18:14:37.344464,19.8,82.7,Ford Focus
R00474,John Jones,2025-01-22T12:27:00,2025-01-24T01:37:17.591439,47.3,36.8,Honda Civic
R00475,alex miller,2025-01-31T22:51:00,2025-02-04T20:08:42.883278,71.8,92.3,Ford Focus
R00476,JANE MILLER,2025-04-04T22:15:00,,43.2,,BMW 3 Series
R00477,Jordan Davis,2025-05-09T02:10:00,2025-05-11T07:47:31.206898,58.6,53.1,Nissan Altima
R00478,Sam Jones,2025-03-27T00:48:00,2025-03-30T01:50:31.784201,69.2,72.2,Audi A4
R00479,Chris Miller,2025-06-21T19:24:00,2025-06-23T21:18:43.485894,69.1,49.7,Chevrolet Malibu
R00480,Pat Brown,2025-02-22T06:58:00,2025-02-23T15:03:43.692653,36.3,31.7,Honda Civic
R00481,John Davis,2025-01-17T02:39:00,2025-01-18T20:48:36.129010,64.7,41.2,Ford Focus
R00482,Jordan Smith,2025-05-05T10:46:00,2025-05-06T13:15:19.221809,26.8,26.0,Tesla Model 3
R00483,PAT MILLER,2025-01-28T17:49:00,2025-01-30T00:36:06.996274,52.8,30.0,Toyota Corolla
R00484,sam miller,2025-05-02T21:42:00,2025-05-03T02:36:50.813387,5.9,4.5,Chevrolet Malibu
R00485,SAM MILLER,2025-06-19T13:39:00,2025-06-19T19:52:48.324812,9.9,5.4,Chevrolet Malibu
R00486,Pat Williams,2025-02-13T13:05:00,2025-02-15T21:01:16.148334,65.5,55.6,Ford Focus
R00487,Jordan Jones,2025-01-29T20:30:00,2025-02-01T15:10:59.057202,44.9,65.9,Nissan Altima
R00488,Jane Jones,2025-02-09T22:20:00,2025-02-13T13:45:38.127874,64.4,86.9,Tesla Model 3
R00489,Jane Smith,2025-06-12T12:38:00,2025-06-14T05:49:36.219227,31.3,41.1,Audi A4
R00490,Sam Jones,2025-05-27T22:01:00,2025-05-28T09:09:30.797911,7.4,10.2,Honda Civic
R00491,jane davis,2025-02-26T22:52:00,2025-02-27T16:30:30.611883,20.8,17.1,Tesla Model 3
R00492,Pat Johnson,2025-06-16T08:56:00,2025-06-18T01:59:39.437074,33.9,40.2,Tesla Model 3
R00493,Taylor Davis,2025-01-15T04:27:00,2025-02-01T19:59:16.614403,11.1,422.6,Toyota Corolla
R00494,Sam Davis,2025-06-06T16:05:00,2025-06-08T05:41:40.129298,40.7,37.5,Tesla Model 3
R00495,Chris Williams,2025-01-22T13:50:00,2025-01-25T03:03:42.716046,43.3,60.3,Chevrolet Malibu
R00496,Chris Brown,2025-03-28T06:33:00,2025-03-30T00:00:28.574609,37.3,40.8,Honda Civic
R00497,Pat Brown,2025-02-15T22:03:00,2025-02-18T21:16:26.542251,59.3,70.6,BMW 3 Series
